method|file name|time|result
BF|ex100_1.txt|0.002992868423461914|10376.821719582544
BF|ex100_2.txt|0.0029916763305664062|13154.490678091646
BF|ex100_3.txt|0.003989458084106445|1411.736519326464
BF|ex100_4.txt|0.002996683120727539|6513.264081856347
BF|ex100_5.txt|0.0030193328857421875|12657.853530516144
BF|ex100_6.txt|0.004013776779174805|4611.387643649144
BF|ex100_7.txt|0.003021240234375|1834.6740854985662
BF|ex100_8.txt|0.003989696502685547|11686.049460788705
BF|ex100_9.txt|0.0029897689819335938|3233.5103216164316
BF|ex100_10.txt|0.003003358840942383|9612.513927168064
BF|ex1k_1.txt|0.33107447624206543|1175.8116345741778
BF|ex1k_2.txt|0.3310890197753906|871.3139503072357
BF|ex1k_3.txt|0.3331263065338135|656.284237202144
BF|ex1k_4.txt|0.3330709934234619|1124.2797694524259
BF|ex1k_5.txt|0.33161163330078125|513.4685968976097
BF|ex1k_6.txt|0.3311045169830322|1072.7707117553125
BF|ex1k_7.txt|0.3360912799835205|448.4829985629333
BF|ex1k_8.txt|0.3301072120666504|206.49455198624491
BF|ex1k_9.txt|0.3330991268157959|784.3984956640343
BF|ex1k_10.txt|0.33509302139282227|909.4492839075745
BF|ex10k_1.txt|34.97264885902405|37.48332962798263
BF|ex10k_2.txt|33.47681641578674|27.018512172212592
BF|ex10k_3.txt|32.162734031677246|150.65191668213185
BF|ex10k_4.txt|32.10865926742554|35.34119409414458
BF|ex10k_5.txt|32.20674681663513|60.4648658313239
BF|ex10k_6.txt|32.26461935043335|48.373546489791295
BF|ex10k_7.txt|32.306212425231934|161.75598906995685
BF|ex10k_8.txt|32.21855545043945|51.884487084291386
BF|ex10k_9.txt|32.25613832473755|99.68951800465283
BF|ex10k_10.txt|32.27506470680237|111.61093136427094
BF|ex100k_1.txt|3598.7460627555847|9.055385138137417
BF|ex100k_2.txt|3609.092352628708|3.605551275463989
BF|ex100k_3.txt|3612.1249396800995|16.97056274847714
BF|ex100k_4.txt|3622.272896051407|7.0710678118654755
BF|ex100k_5.txt|3620.124767780304|8.06225774829855
BF|ex100k_6.txt|3609.741518497467|7.810249675906654
BF|ex100k_7.txt|3622.973914861679|5.0990195135927845
BF|ex100k_8.txt|3628.5261120796204|9.848857801796104
BF|ex100k_9.txt|3615.061120033264|10.04987562112089
BF|ex100k_10.txt|3625.962541818619|7.280109889280518
DPR|ex100_1.txt|0.0|10376.821719582544
DPR|ex100_2.txt|0.0009996891021728516|13154.490678091646
DPR|ex100_3.txt|0.0010287761688232422|1411.736519326464
DPR|ex100_4.txt|0.0010280609130859375|6513.264081856347
DPR|ex100_5.txt|0.0|12657.853530516144
DPR|ex100_6.txt|0.0|4611.387643649144
DPR|ex100_7.txt|0.0|1834.6740854985662
DPR|ex100_8.txt|0.0|11686.049460788705
DPR|ex100_9.txt|0.0|3233.5103216164316
DPR|ex100_10.txt|0.0009551048278808594|9612.513927168064
DPR|ex1k_1.txt|0.009974479675292969|1175.8116345741778
DPR|ex1k_2.txt|0.009972095489501953|871.3139503072357
DPR|ex1k_3.txt|0.008975505828857422|656.284237202144
DPR|ex1k_4.txt|0.009973764419555664|1124.2797694524259
DPR|ex1k_5.txt|0.008977174758911133|513.4685968976097
DPR|ex1k_6.txt|0.008974075317382812|1072.7707117553125
DPR|ex1k_7.txt|0.008975505828857422|448.4829985629333
DPR|ex1k_8.txt|0.009972572326660156|206.49455198624491
DPR|ex1k_9.txt|0.008976221084594727|784.3984956640343
DPR|ex1k_10.txt|0.008974790573120117|909.4492839075745
DPR|ex10k_1.txt|0.1356339454650879|37.48332962798263
DPR|ex10k_2.txt|0.13364124298095703|27.018512172212592
DPR|ex10k_3.txt|0.13660073280334473|150.65191668213185
DPR|ex10k_4.txt|0.13669538497924805|35.34119409414458
DPR|ex10k_5.txt|0.1356337070465088|60.4648658313239
DPR|ex10k_6.txt|0.13759779930114746|48.373546489791295
DPR|ex10k_7.txt|0.1385958194732666|161.75598906995685
DPR|ex10k_8.txt|0.13663125038146973|51.884487084291386
DPR|ex10k_9.txt|0.13764142990112305|99.68951800465283
DPR|ex10k_10.txt|0.13859796524047852|111.61093136427094
